URL,Description,Type
https://pay-payidcheck.jp/,PayPay,Phishing
https://www.saisoncard.co.jp/hawaii/,Saisoncard,Not Phishing
https://fewgerfsa.sexidude.com/,SAISON CARD,Phishing
https://www.adobe.com/m/ ,adobe,Not Phishing
https://fgeswrew.dns05.com/,Epos card,Phishing
https://k3g4p0.xyz/,Amazon,Phishing
https://www.etc.userinformation.jelltec.com/a3IwMDY1P3,ETC,Phishing
https://kytrgfdsad.longmusic.com/index.php?info=*,SAISON CARD,Phishing
https://www.kuronekoyamato.co.jp/en/whatsnew100/  ,Yamato Transport,Not Phishing
https://www.ana.co.jp/en/us/dcca/ ,Ana,Not Phishing
https://ethb.net/,Sumitomo Mitsui Trust Bank,Phishing
https://rthtrhsfs.faqserv.com/,softbank,Phishing
https://hyteigj.4dq.com/,Mitsui Sumitomo Bank Card,Phishing
https://bodiacfske2.cyou/abrah2.php,Yokohama Bank,Phishing
https://tribelio.page/unlckaccform415121263,Facebook,Phishing
https://www.kuerosnsaskayasatn.co.jp.dlhgg.cn/,Yamato Transport,Phishing
https://www.ana.co.jp/en/us/jessica/ ,Ana,Not Phishing
https://ebvyur79ernu.faqserv.com/,PayPay,Phishing
https://www.adobe.com/products/acrobat.txt ,adobe,Not Phishing
https://k8qeopy7o.duckdns.org,Aeon bank,Phishing
https://pub-f248b8d6aa1d406eaaea5c45663cdf55.r2.dev/adobemessage5.html ,Adobe,Phishing
http://hdzvvvwmig.duckdns.org/,Apple ID,Phishing
https://dwqcgerhs.4dq.com/,SAISON CARD,Phishing
https://www.mycash68.com/,Mizuho Bank,Phishing
https://blcdeyl.asia/index.php?id=,Mercari,Phishing
https://fnxmsjtajp.duckdns.org/,Yokohama Bank,Phishing
https://hnpcly.asia/index.php?info=*,Mitsui Sumitomo Bank Card,Phishing
https://pub-27e33fb2abd24587ae5e3ffdb76fcadd.r2.dev/index.html,Microsoft,Phishing
https://gtrhtgds.ourhobby.com/,Mitsui Sumitomo Bank Card,Phishing
https://www.nhkplus.or.ip.coolumgolfresort.com/index/index/login.html,NHK,Phishing
https://www.vdshregfa.americanunfinished.com/,SAISON CARD,Phishing
https://gt9rgk.xyz/,Apple ID,Phishing
https://tdhsgghdh3.com,Mitsui Sumitomo Bank Card,Phishing
https://yusayd.bond/,Sumitomo Mitsui Trust Bank,Phishing
https://www.funearring.com/slot/Y2QwOTExMjAxY245MzU/id/dG90b3JvQGNlcmVzLmR0aS5uZS5qcA,ETC,Phishing
https://333dd.xyz/index.php?id=,Amazon,Phishing
https://c9e8338a689cfef68483fecd5e7d4c7f.qctrugy.cn/caonige,Amazon,Phishing
https://mhlmpvf.cn/,Yamato Transport,Phishing
https://594gear.online/,Ministry of Internal Affairs and Communications,Phishing
https://paypay-answer.is/,PayPay bank,Phishing
https://www.ana.co.jp/en/us/buy_assets/ ,Ana,Not Phishing
https://96333tbwbfdw.icu/,SAISON CARD,Phishing
https://oxg43x.icu/,SAISON CARD,Phishing
https://umkinof.cn/,SAISON CARD,Phishing
http://gotmlnkhla.duckdns.org/,Apple ID,Phishing
https://87a54057df1ac5bbea43ba72ee383262.51tpsh.cn/caonige,Amazon,Phishing
http://www.kuerenenkaycaseto.co.jp.tjxindai.cn/,Yamato Transport,Phishing
https://222loigh.cfd/,Amazon,Phishing
https://www.grehgdfgds.misecure.com/,Mitsui Sumitomo Bank Card,Phishing
https://marcusight.com/Amazon.co.jp/user_verification/?,Amazon,Phishing
https://uuehh.cfd/,Amazon,Phishing
https://lmpykpqz.duckdns.org/,Aeon bank,Phishing
https://dsagrgsa.otzo.com/,Apple ID,Phishing
https://www.americanexpress.com/coverage/ , americanexpress,Not Phishing
https://www.paypalobjects.com/wcban46860.txt ,paypal,Not Phishing
https://vtec3rf2.serveusers.com/,SAISON CARD,Phishing
https://bbb96719a24824738deb1164ed26ecbd.rumahproperti123.com/caonigebbb96719a24824738deb1164ed26ecbd,Amazon,Phishing
http://6ze2zrd.duckdns.org/,softbank,Phishing
https://paaee.cfd/,Amazon,Phishing
https://www.americanexpress.com/csrt/ , americanexpress,Not Phishing
https://www.ana.co.jp/en/us/logo_sun/ ,Ana,Not Phishing
https://jionamzom.com/,Amazon,Phishing
https://www.kuronekoyamato.co.jp/en/waste/  ,Yamato Transport,Not Phishing
https://www.kuronekoyamato.co.jp/en/woman/  ,Yamato Transport,Not Phishing
https://www.optblue.com/podcast , americanexpress,Not Phishing
https://www.saiscncacd-co-jp.hzog.cn/,SAISON CARD,Phishing
https://www.ana.co.jp/en/us/hats/ ,Ana,Not Phishing
https://dhpcbeb.cn/,Mitsui Sumitomo Bank Card,Phishing
https://properdino.com/,Mizuho Bank,Phishing
https://h7t6frtghy.com/,Epos card,Phishing
https://www.goto-eki-co.jp-vinkamasa.rmbvkli.cn/,Ekinet,Phishing
https://weghasd35.dns05.com/,SAISON CARD,Phishing
https://www.paypalobjects.com/pl_afp.html ,paypal,Not Phishing
https://5epkxi.4dq.com/,Mitsui Sumitomo Bank Card,Phishing
https://buyer.alibaba.com/buyer/page/webinars/meet-the-peers/1504006.html,Alibaba,Not Phishing
https://www.xczgewst.itsaol.com/,Epos card,Phishing
https://www.ana.co.jp/en/us/cgi-bin/ ,Ana,Not Phishing
http://xjegiihxig.duckdns.org/,Apple ID,Phishing
http://bh3xq1.duckdns.org/,softbank,Phishing
http://ebncmtsyug.duckdns.org/,Apple ID,Phishing
https://www.paypalobjects.com/sendaletter.txt ,paypal,Not Phishing
https://asj1lk.net/,Sumitomo Mitsui Trust Bank,Phishing
https://fortelarme.com.br/wp-content/iKCGOhFf7Wn29qozaQT8E4mewLlBrA1vk ,Adobe,Phishing
https://3q2kk.xyz/,Amazon,Phishing
https://aeonbasrk.jp/,Aeon bank,Phishing
https://v9yxog.duckdns.org,Aeon bank,Phishing
https://www.paypalobjects.com/privacy_03.html ,paypal,Not Phishing
https://2cybto.duckdns.org,Aeon bank,Phishing
https://baliy.ru.com/bj.php,BIGLOBE,Phishing
https://r67xx.cfd/,Amazon,Phishing
https://brgwesazd.acmetoy.com/,Mitsui Sumitomo Bank Card,Phishing
https://btewrscr4tbt34.justdied.com/index.php?info=,softbank,Phishing
https://s1.bviayey.cn/,SAISON CARD,Phishing
https://gtehdfa.justdied.com/,SAISON CARD,Phishing
https://www.kuronekoyamato.co.jp/en/whiteline/  ,Yamato Transport,Not Phishing
https://trjsg45.jetos.com/,Mercari,Phishing
https://hiunn.cfd/index.php?info=*,PayPay,Phishing
https://kvwk6b.icu/,SAISON CARD,Phishing
https://www.kueronsaskayasaatn.co.jp.cbhxbbu.cn/,Yamato Transport,Phishing
https://www.paypalobjects.com/praetor.txt ,paypal,Not Phishing
https://member.airupsbottles.com/,Mitsui Sumitomo Bank Card,Phishing
https://hblcontrole.com,Shizuoka Bank,Phishing
https://kklopq.cc/,Mitsui Sumitomo Bank Card,Phishing
https://kuythdsgfd.qhigh.com/,SAISON CARD,Phishing
https://www.ana.co.jp/en/us/ebiz/ ,Ana,Not Phishing
https://www.btsrua5.youdontcare.com/,Mitsui Sumitomo Bank Card,Phishing
https://hytjthrgfsa.onedumb.com/,SAISON CARD,Phishing
https://www.americanexpress.com/copying/ , americanexpress,Not Phishing
https://wgr7qx4.duckdns.org,Aeon bank,Phishing
https://www.paypalobjects.com/webhostreportcard_logo.txt ,paypal,Not Phishing
http://infinty.biz/--/postbank-upot/meine/,Postbank,Phishing
https://qinamishichengtew.com/,Amazon,Phishing
http://g9mrz9ej.duckdns.org/,softbank,Phishing
https://www.americanexpress.com/chosun/ , americanexpress,Not Phishing
https://g20rx6.xyz/,Amazon,Phishing
https://t87kk.cfd/,Amazon,Phishing
https://sso-gmo.is/,GMO Aozora Net Bank,Phishing
http://6y7uu.cfd/,Amazon,Phishing
https://tru65jgfshdf.mysecondarydns.com/,SAISON CARD,Phishing
https://www201.americanexpress.com/cards/Applyfservlet?csi=67/14427/b/63 , americanexpress,Not Phishing
https://mta-sts.evx237.com/,Ekinet,Phishing
https://mail.agfihz.com/,Ekinet,Phishing
https://yxbfxm.duckdns.org,Aeon bank,Phishing
https://323yy.cfd/,Amazon,Phishing
https://pw0if0if.duckdns.org,Aeon bank,Phishing
https://www.paypalobjects.com/textart.txt ,paypal,Not Phishing
https://c0dk7gxv586211f10.pop-shopper.cn/login,Amazon,Phishing
https://sso-login_auth-mail-biglobe_bin-64dec0f7509c7.afghanhoundreview.com/auth-scpf_op-sso-mail_cj-apis/index.php?resource_url=,BIGLOBE,Phishing
https://eamuu.cfd/,Amazon,Phishing
https://c23810046770fe1c7719b708b870842c.diumochou.cn/caonige,Amazon,Phishing
https://gc6lnek6.duckdns.org,Aeon bank,Phishing
https://www.reasatory.one/,Ekinet,Phishing
https://uiyhgtrdewqzsamnjhb.com/,Amazon,Phishing
https://bwtvefg.cfd/index.php?info=*,PayPay,Phishing
https://0a89e4d90a22e5fe100203f32ff7feab.warmforhome.com/caonige0a89e4d90a22e5fe100203f32ff7feab,Amazon,Phishing
https://www.paypalobjects.com/up_motif.txt ,paypal,Not Phishing
https://www.gogo-azamna-ouan-co-jp.100soho.cn/,Amazon,Phishing
https://62rua2.icu/,SAISON CARD,Phishing
https://826htjjf.cfd//index.php?id=*,Apple ID,Phishing
https://kkkmmm.cfd/,Amazon,Phishing
https://guizhoupeiziguanwang.cn/,SAISON CARD,Phishing
https://www.adobe.com/kr/ ,adobe,Not Phishing
https://audskna2668enscw1gsef.icu/berich0709.php,Sumitomo Mitsui Trust Bank,Phishing
http://ttyss.cfd/,Amazon,Phishing
https://www.paypalobjects.com/search_office-2007.txt ,paypal,Not Phishing
https://nmdfyu35wf.my03.com/,SAISON CARD,Phishing
https://jzpnood.cn/,SAISON CARD,Phishing
https://www.paypalobjects.com/strona_11.txt ,paypal,Not Phishing
http://bronnljjlr.duckdns.org/,Apple ID,Phishing
https://www.ana.co.jp/en/us/chor/ ,Ana,Not Phishing
https://www.ytir7okdgj.fartit.com/,Mitsui Sumitomo Bank Card,Phishing
https://www.paypalobjects.com/vr2.html ,paypal,Not Phishing
https://gilnbg.cfd/?info=738430667261,SAISON CARD,Phishing
https://naeqq.cfd/index.php?id=,Amazon,Phishing
https://www.kueresasaskaycsato.co.jp.s6484.cn/,Yamato Transport,Phishing
http://221w.mbwmn.com/,Apple ID,Phishing
https://ppiy.cfd,Epos card,Phishing
http://rosxx.cfd/index.php?id=,Amazon,Phishing
https://www.kueronekayccetn.co.jp.mk169.cn/,Yamato Transport,Phishing
https://www.ana.co.jp/en/us/helpmain/ ,Ana,Not Phishing
https://sqxqwxrmzf.com/,Sumitomo Mitsui Trust Bank,Phishing
https://www.nhkplus.update.buythewhey.com/YWJjZDAwMDQ4P2lub3VlQG9wdHNjaWVuY2UuY28uanA,NHK,Phishing
https://saissaoaceard.co.jp.wojianfei.cn/,SAISON CARD,Phishing
https://www.kuersaoeoanmuksankasaneoensyasaatn.co.jp.q8889.top/,Yamato Transport,Phishing
https://eeev.cfd/,Amazon,Phishing
https://dwqftjyt.justdied.com/,SAISON CARD,Phishing
https://www.ana.co.jp/en/us/audio-hifi/ ,Ana,Not Phishing
https://www.ana.co.jp/en/us/doppler/ ,Ana,Not Phishing
https://www.kuronekoyamato.co.jp/en/utility/  ,Yamato Transport,Not Phishing
https://btrwv34.ns01.us/index.php?id=*,SAISON CARD,Phishing
https://www.ana.co.jp/en/us/chp6/ ,Ana,Not Phishing
https://www.americanexpress.com/cd/ , americanexpress,Not Phishing
https://ebyverv79.youdontcare.com/,SAISON CARD,Phishing
https://776nwyrtevwtrv.cfd/,Amazon,Phishing
https://www.paypalobjects.com/projectstab.txt ,paypal,Not Phishing
https://desired-woption.misecure.com/,JCB,Phishing
https://www.smbec-casecrd.co.jp.wdx3uf.cfd/,Mitsui Sumitomo Bank Card,Phishing
https://www.paypalobjects.com/version.txt ,paypal,Not Phishing
https://www.ana.co.jp/en/us/hijackers/ ,Ana,Not Phishing
https://fat2r5.duckdns.org/,Aeon bank,Phishing
https://www.aeon.co.jp.openid-connect.cyou/,Epos-card,Phishing
https://www.americanexpress.com/corba/ , americanexpress,Not Phishing
https://www.kueroansaskayasetn.co.jp.zghljz.cn/,Yamato Transport,Phishing
https://www.nhkplus.or.login.skdjbsz.com/?h8u9XM9H8HA1Lk3=*,NHK,Phishing
https://fgtgfds.youdontcare.com/,Apple ID,Phishing
https://www.kuronekoyamato.co.jp/en/welfare/  ,Yamato Transport,Not Phishing
https://my-site-silahkan-konfirmas-akun-anda088.weeblysite.com/ ,Facebook,Phishing
https://www.kuronekoyamato.co.jp/en/vodafone/  ,Yamato Transport,Not Phishing
https://www.ana.co.jp/en/us/firm/ ,Ana,Not Phishing
https://www.kuronekoyamato.co.jp/en/watches/  ,Yamato Transport,Not Phishing
https://r0esqo.xyz/,Amazon,Phishing
https://aeon--jp.com/,AEON card,Phishing
https://dpjnd25.shop,PayPay,Phishing
https://kueroneakayacetn.co.jp.fj1860.cn/,Yamato Transport,Phishing
https://436547uwaffh.myddns.com/,softbank,Phishing
https://bu22xq.cfd/,Amazon,Phishing
https://fvfb.cfd/index.php?info=0154b60c3a37ba606553cec16e0689f4,Mercari,Phishing
https://926oqp.americandockworks.com/bgOCr.php?=,BIGLOBE,Phishing
https://bk2cxw.duckdns.org,Aeon bank,Phishing
https://vc0kb7.faqserv.com/,Mitsui Sumitomo Bank Card,Phishing
https://evbtwecre.otzo.com,PayPay,Phishing
https://www.ana.co.jp/en/us/contact_call/ ,Ana,Not Phishing
https://hhtrdsfes.mylftv.com/,Apple ID,Phishing
https://www.americanexpress.com/connected/ , americanexpress,Not Phishing
https://www.ana.co.jp/en/us/ib_footer-logo/ ,Ana,Not Phishing
https://www.americanexpress.com/chrome/ , americanexpress,Not Phishing
https://www.kuronekoyamato.co.jp/en/whats_new/  ,Yamato Transport,Not Phishing
https://xahdbxgj.com/,Shinsei Bank,Phishing
https://www.adobe.com/privacy.html ,adobe,Not Phishing
https://888fewga.cfd/index.php?id=*,Apple ID,Phishing
http://amazpn.tokyo/login,Amazon,Phishing
https://www.ana.co.jp/en/us/computer-cases/ ,Ana,Not Phishing
https://q1qmm.xyz/,Apple ID,Phishing
http://qdzvrnmixy.duckdns.org/,Apple ID,Phishing
https://ghghghghghgh-103925.weeblysite.com/,BIGLOBE,Phishing
https://dwqfregdfs.dumb1.com/,SAISON CARD,Phishing
https://pngww.cfd/index.php?info=,Amazon,Phishing
https://www.aboutamazon.com/about-us/our-commitment-to-amazon-employees                                     ,Amazon,Not Phishing
https://pcqww.cfd/,Amazon,Phishing
https://hjy564iwsjhz.misecure.com/,Mitsui Sumitomo Bank Card,Phishing
https://4sl0le.icu/,SAISON CARD,Phishing
https://www.ana.co.jp/en/us/gaston/ ,Ana,Not Phishing
https://www.ana.co.jp/en/us/bostonglobe/ ,Ana,Not Phishing
https://dwqhegfad.2waky.com/,SAISON CARD,Phishing
https://9141gyen.cfd/,Amazon,Phishing
https://kuronekoyamato.co.jp.login.strong-sp.cn/,Yamato Transport,Phishing
https://yercc.cfd/index.php?id=*,softbank,Phishing
https://0d21026b001994cbb5c733d47b93f8e4.deliveryreal.com/caonige0d21026b001994cbb5c733d47b93f8e4,Amazon,Phishing
https://asdzvsgdsfh.toythieves.com/,Epos card,Phishing
https://shidd.cfd/,Amazon,Phishing
https://sobriquetmagazine.com/wp-admin/images/sharepoint.sharepoint.co ,Adobe,Phishing
https://lc8on2.cfd/?info=1869530130184993889594146,Mitsui Sumitomo Bank Card,Phishing
https://www.amexgiftcard.com/?extlink=us-giftcard-amextransitionredirect-home-vanity , americanexpress,Not Phishing
https://rgegmn.xyz/,Amazon,Phishing
https://6ttdd.cfd/index.php?info=96fd506ed9ecc6e1cf87c3c56de6d78e,SAISON CARD,Phishing
https://www.paypalobjects.com/topics.txt ,paypal,Not Phishing
https://wxlongqin.com/index.php?id=*,Apple ID,Phishing
https://sale.alibaba.com/p/d6vn9zf40/index.html?wx_navbar_transparent=true&path=/p/d6vn9zf40/index.html&tracelog=20231208_ICBU_PC_TOP_BANNER__T,Alibaba,Not Phishing
http://www.sailerboobies.top/A/phpown/,Microsoft,Phishing
https://enruvorv79.instanthq.com/,SAISON CARD,Phishing
https://oummwmz.cn/,SAISON CARD,Phishing
https://www.kuerskaanmensyaseatn.co.jp.tofzyqo.cn/,Yamato Transport,Phishing
https://photoshopfocus.onlinebuyerstips.com/wp-admin/user/PRIME/ID/HJG ,Adobe,Phishing
https://333htfgfd.cfd/,Amazon,Phishing
https://v3rakv.b0tnet.com/,Mitsui Sumitomo Bank Card,Phishing
https://nbgh76k.serveuser.com/,SAISON CARD,Phishing
https://www.paypalobjects.com/rws339423.html ,paypal,Not Phishing
https://3x64992.asia/index.php?id=*,Apple ID,Phishing
https://chanage.arenatogel88.com/,Mitsui Sumitomo Bank Card,Phishing
https://www.paypalobjects.com/sub-help.php ,paypal,Not Phishing
https://www.nhkplus.or.login.goaliesmatter.com/?N8a92uA901ab2h,NHK,Phishing
https://mngdh94p.ourhobby.com/,SAISON CARD,Phishing
https://7c0cb6cd81cf0fe4687560c07b741272.caonimamajap.com/aeon.co.jp/,AEON card,Phishing
https://mynabarcerd.point.soumu.jq.jsa2.info/,Ministry of Internal Affairs and Communications,Phishing
https://www.eki-net.ykj72.com/,Ekinet,Phishing
https://www.an-anamzan-aouan-co-jp.mcrumaf.cn/,Amazon,Phishing
https://www.paypalobjects.com/services_delicious.php ,paypal,Not Phishing
https://digitaltwins.run/,AEON card,Phishing
https://qk2rg3.icu/,SAISON CARD,Phishing
http://bityy.cfd/,Amazon,Phishing
https://www.kuronekoyamato.co.jp/en/v7/  ,Yamato Transport,Not Phishing
https://www.lmaas.cn,AEON card,Phishing
https://www.ana.co.jp/en/us/goods/ ,Ana,Not Phishing
https://steamconmylity.ru/index-auth,Steam Community,Phishing
https://7yyaa.cfd/,Amazon,Phishing
https://lkmkk.cfd/,AEON card,Phishing
https://www.kuronekoyamato.co.jp/en/wep/  ,Yamato Transport,Not Phishing
https://www.paypalobjects.com/torpark.html ,paypal,Not Phishing
https://www.ana.co.jp/en/us/flag_spanish/ ,Ana,Not Phishing
https://d3ba8o8.duckdns.org,Aeon bank,Phishing
https://fewsdfsw.25u.com/,Apple ID,Phishing
https://www.paypalobjects.com/prijsvragen.txt ,paypal,Not Phishing
https://www.paypalobjects.com/pr_contacts.txt ,paypal,Not Phishing
https://ats5d3.icu/,SAISON CARD,Phishing
http://wbhmtqapww.duckdns.org/,Apple ID,Phishing
https://s.amauseoz-jp.com,Amazon,Phishing
https://www.kueronakayacetn.co.jp.lukang56.cn/,Yamato Transport,Phishing
https://www.ana.co.jp/en/us/bantop/ ,Ana,Not Phishing
https://www.etc.userinfo.markazyah.com/a3IwMDY1P3,ETC,Phishing
https://918niaysf.cfd/,Apple ID,Phishing
https://www.wenuvoe79.instanthq.com,Mitsui Sumitomo Bank Card,Phishing
https://dndsfds.ygto.com/,Apple ID,Phishing
https://helpcentr3inf0a345app.start.page/,Facebook,Phishing
https://epsoauaz.bnwmual.cn/,Epos card,Phishing
https://www.etc.userinformation.scotsconnected.com/a3IwMDY1P3,ETC,Phishing
https://nuwoervner79.itemdb.com,softbank,Phishing
https://www.kueroansaskayasatn.co.jp.jlqyl.cn/ai/index.php,Yamato Transport,Phishing
http://www.kuerennkaycoato.co.jp.since1997.cn/,Yamato Transport,Phishing
https://zvm7xq.xyz/,Yamato Transport,Phishing
https://mgv4erct.duckdns.org,Aeon bank,Phishing
https://zxcsferw.faqserv.com/,Mitsui Sumitomo Bank Card,Phishing
https://771nuroec.cfd/,Amazon,Phishing
https://ercfgb.cfd/,Amazon,Phishing
https://_.s1.login-entry-help.is/,GMO Aozora Net Bank,Phishing
https://kanss.cfd/index.php?id=,Amazon,Phishing
https://www.smboc-cascerd.co.jp.8qp9e6.cfd/,Mitsui Sumitomo Bank Card,Phishing
https://ttyrr.cfd/,Amazon,Phishing
https://ub6oxuw0u.duckdns.org,Aeon bank,Phishing
https://www.paypalobjects.com/reg1.html ,paypal,Not Phishing
https://www.ana.co.jp/en/us/j_041116b/ ,Ana,Not Phishing
https://www.kuronekoyamato.co.jp/en/xxx/  ,Yamato Transport,Not Phishing
https://hreqg0.duckdns.org/,Aeon bank,Phishing
https://www.kueraoessnsnaosaskycsasacmenosto.co.jp.vddbbpjj.top/,Yamato Transport,Phishing
http://aybqmkjifj.duckdns.org/ja/main,Apple ID,Phishing
https://ifnkozcwwflomojlotpdzj.eut217.com/jp.html?id=*,Mitsui Sumitomo Bank Card,Phishing
https://gaera79taga.start.page/,Facebook,Phishing
https://wweresa.almostmy.com/,Apple ID,Phishing
https://c8bjptvv.duckdns.org/,Aeon bank,Phishing
https://tg4kk.cfd/,Amazon,Phishing
https://rh0j4nn.duckdns.org,Aeon bank,Phishing
https://djiqwdiqwd.cc/index.php?id=,Apple ID,Phishing
https://www.americanexpress.com/ck_flag/ , americanexpress,Not Phishing
https://826jytjd.cfd//index.php?id=,SAISON CARD,Phishing
https://www.paypalobjects.com/weblog.html ,paypal,Not Phishing
https://www.ana.co.jp/en/us/exeter/ ,Ana,Not Phishing
https://rapid-bread-42fa.zue022l2.workers.dev/ ,Adobe,Phishing
https://saisensaues.hsdymkz.cn/,SAISON CARD,Phishing
https://getrhdfhd.wikaba.com/,SAISON CARD,Phishing
http://xvvlmljgih.duckdns.org/,Apple ID,Phishing
https://www.etcuserdsnaif847.ddh-sp.com/a3IwMDY1P3,ETC,Phishing
https://www.ana.co.jp/en/us/bannedbooks/ ,Ana,Not Phishing
https://yutewqasdfgjhnb.com/,Amazon,Phishing
https://1111.xiandaling.com/caonige,Amazon,Phishing
https://g90brl.icu/,SAISON CARD,Phishing
https://bookcase-ecfh-5fsy.deh28n96.workers.dev/,Mitsui Sumitomo Bank Card,Phishing
https://www.demqatic.one/,ETC,Phishing
https://www.braaant.one/,ETC,Phishing
https://www.americanexpress.com/carriers/ , americanexpress,Not Phishing
https://lklqowd.duckdns.org,Aeon bank,Phishing
https://paypay.log-ne.jp,PayPay,Phishing
https://www.ana.co.jp/en/us/celine/ ,Ana,Not Phishing
https://aeonpay3dface-cajp.huaihua8.top,AEON card,Phishing
https://madxomagggewqa13.cyou/goss13.php,Jibun bank,Phishing
https://enuverv79.jetos.com/,SAISON CARD,Phishing
https://barginstore.shop/sector,Microsoft,Phishing
https://www.in-eki-co-jp.popaminc.lbloasv.cn/,Ekinet,Phishing
https://777rr.cfd/index.php?id=,SAISON CARD,Phishing
https://9s6kknhs.duckdns.org,Aeon bank,Phishing
https://wiqyd.cc/,Mitsui Sumitomo Bank Card,Phishing
https://www.importantamazon.top/,Ministry of Internal Affairs and Communications,Phishing
https://9722gtrgs.cfd/,Mitsui Sumitomo Bank Card,Phishing
https://meta-recovery2023.start.page/,Facebook,Phishing
https://www.paypalobjects.com/vertical-markets.php ,paypal,Not Phishing
https://777nruoneuo.cfd/index.php?info=fc32860f912124ab029282753e923697,SAISON CARD,Phishing
https://accout.smba.jp.alejandrarojas.com/,Mitsui Sumitomo Bank Card,Phishing
https://www.ana.co.jp/en/us/images1/ ,Ana,Not Phishing
https://biglowebbaccess.weebly.com/,BIGLOBE,Phishing
https://www.ana.co.jp/en/us/informatica/ ,Ana,Not Phishing
https://fishmo.org/,Sumitomo Mitsui Banking Corporation,Phishing
https://cxzfewhgs.jungleheart.com/,SAISON CARD,Phishing
https://fewggds.otzo.com/,SAISON CARD,Phishing
http://co25pj.duckdns.org/,softbank,Phishing
https://www.etc.userlogin.meiritouban.com/a3IwMDY1P3,ETC,Phishing
https://accout.smba.jp.7sucy.com/,Mitsui Sumitomo Bank Card,Phishing
https://faarr.cfd/,Amazon,Phishing
https://bnsr68sgzd.almostmy.com/,SAISON CARD,Phishing
https://www.aeon.co.jp.realms.mymy999.com/,AEON card,Phishing
https://www.paypalobjects.com/travel_products.php ,paypal,Not Phishing
https://rakutenbry.com/users/login,Rakuten,Phishing
https://www.americanexpress.com/cboox/ , americanexpress,Not Phishing
https://1f5743efb0e5cc78eed43fb616dd95da.qfxtypf.cn/caonige1f5743efb0e5cc78eed43fb616dd95da,Amazon,Phishing
https://hgoal.cn/,SAISON CARD,Phishing
https://btwecwrv.serveuser.com,SAISON CARD,Phishing
https://www.paypalobjects.com/test-dev.txt ,paypal,Not Phishing
https://f6qsaj2q.duckdns.org,Aeon bank,Phishing
https://wev453.itsaol.com,Epos card,Phishing
https://kuerenankaycceto.co.jp.grtools.cn/,Yamato Transport,Phishing
https://ma0pol1r.duckdns.org/,Aeon bank,Phishing
http://6a.utihb.com/,Apple ID,Phishing
https://www.ana.co.jp/en/us/fy2007/ ,Ana,Not Phishing
https://muartina.cyou/orison11.php,Jibun bank,Phishing
https://veyierv6e9rv.yourtrap.com/,SAISON CARD,Phishing
https://771nruweoc.cfd/,Amazon,Phishing
https://www.ana.co.jp/en/us/damage1/ ,Ana,Not Phishing
https://www.americanexpress.com/cite/ , americanexpress,Not Phishing
https://bestbuyes.life/,GMO Aozora Net Bank,Phishing
https://www.kuronekoyamato.co.jp/en/workspace/  ,Yamato Transport,Not Phishing
https://mhfjfd.dns05.com,AEON card,Phishing
https://www.ana.co.jp/en/us/displaynode/ ,Ana,Not Phishing
https://www.adobe.com/careers.html ,adobe,Not Phishing
https://bcyer.cn/?info=*,AEON card,Phishing
https://www.go-eki-co.jp-admi-agav.onstluz.cn/,Ekinet,Phishing
https://www.etc.userinformation.mua9988.com/a3IwMDY1P3,ETC,Phishing
http://6s.pqgyx.com/,Apple ID,Phishing
https://is.gd/OQsgIb,Sumitomo Mitsui Trust Bank,Phishing
https://www.ana.co.jp/en/us/faxbrochure/ ,Ana,Not Phishing
https://f42b51ed9947338905abf7d9eccf48c7.noftplw.cn/caonige,Amazon,Phishing
https://www.paypalobjects.com/wired_women.txt ,paypal,Not Phishing
https://www.ana.co.jp/en/us/logiciels/ ,Ana,Not Phishing
https://saiaonsosaceard.co.jp.whbeer.com.cn/,SAISON CARD,Phishing
https://cs6u3t9.duckdns.org,Aeon bank,Phishing
https://www.paypalobjects.com/second,paypal,Not Phishing
https://www.paypalobjects.com/pukiwiki.html ,paypal,Not Phishing
https://68vhp7a22o7vf8nlgfd.2013mks.cn/login,Amazon,Phishing
https://www.paypalobjects.com/photo-video.html ,paypal,Not Phishing
https://dwqgrehfs.dns-stuff.com/,SAISON CARD,Phishing
https://usa707bm.pages.net.br/bnm,Facebook,Phishing
https://www.paypalobjects.com/spellcheck.php ,paypal,Not Phishing
https://htergfa.2waky.com/,softbank,Phishing
https://vbndd.icu/,Amazon,Phishing
https://71kd.com/,Ministry of Internal Affairs and Communications,Phishing
https://www.paypalobjects.com/wdnut3.txt ,paypal,Not Phishing
https://dsafrehgds.myddns.com/,Mitsui Sumitomo Bank Card,Phishing
https://www.paypalobjects.com/result2.txt ,paypal,Not Phishing
https://a38df0ddc45f53e91ee9d953a427a2bb.oiisaninf.com/feiszsj320a07mc6e/,SAISON CARD,Phishing
https://contemporary-continued.jungleheart.com/mobile.html,Mitsui Sumitomo Bank Card,Phishing
https://777hre79vre.cfd/index.php?info=1baac2441383bd0cf8d73fa8becaa811,Mercari,Phishing
https://www.paypalobjects.com/yourlife.php ,paypal,Not Phishing
https://saoisoaincard.club,SAISON CARD,Phishing
https://biewbrv789.onedumb.com/,PayPay,Phishing
https://tretyrewgds.misecure.com/,softbank,Phishing
https://wwwdfdghh.cfd/index.php?id=,SAISON CARD,Phishing
https://www.etc.info.360hardwood.com/a3IwMDY1P3,ETC,Phishing
https://www.paypalobjects.com/partnerprogramme.php ,paypal,Not Phishing
https://eampp.cfd/,Amazon,Phishing
https://www.amazon.com:443/hz/feedback/?_encoding=UTF8&orderID=                                           ,Amazon,Not Phishing
